,A,B,C,D
2022-01-29,0.8525810115510493,0.6523485418981345,0.371884412348501,-0.2263070184245315
2022-01-30,2.214155846037721,1.4331442193159298,0.6046826537082559,-1.1794051236808574
2022-01-31,2.8419127472572145,1.0339349992695364,0.738099507232137,-0.717504431068816
2022-02-01,3.9645717920030163,0.8811892246045294,0.5419548242753378,-2.5850537457329508
2022-02-02,3.4825682471569834,0.9758342300869938,-0.23354511166157,-2.7489962481992416
2022-02-03,3.6187387005399207,-0.9598427867009192,-0.2401368637897787,-2.0027624562160575
2022-02-04,5.483903666566482,-1.2664057946674756,0.07603928840671939,-4.658352009170258
2022-02-05,4.120971756636453,-2.199658335873038,-0.40832986453569886,-3.7655183670581414
2022-02-06,5.457163997382356,-0.8154314796430429,0.09256576900326907,-4.049863702239602
2022-02-07,3.2836691294602582,-0.4243135201191447,-1.9155677404113582,-2.3112974321843534
2022-02-08,3.554794790282165,-2.4400993256314547,-4.771648875993323,-1.9277737024901456
2022-02-09,4.761233300207477,-3.0344566082296724,-4.142537438361265,-2.9190697106398553
2022-02-10,4.0786720163187375,-2.218387826711112,-4.165844916275213,-2.891547633815579
2022-02-11,4.50671519606866,-1.8454807911852587,-3.3001810682469754,-3.1100029261508735
2022-02-12,3.7558258687475146,-0.1958322308178,-3.129247678845574,-2.418808192347738
2022-02-13,5.0362713577306035,-1.6421570807548442,-2.381775135738537,-2.9588548243710324
2022-02-14,3.6609914644142263,-1.3647752775242656,-2.8510211517028985,-3.014374582616141
2022-02-15,2.594913817671441,0.14690039708765879,-2.0630568517216807,-4.767142458179777
2022-02-16,2.3006258355855658,0.8005495878816525,-1.5840185514756346,-5.537360110941814
2022-02-17,4.178499952368664,0.5117291934745407,1.1285151497509143,-5.660071468491267
2022-02-18,4.054684193939514,-1.0433971148032122,0.27680436520027885,-5.199508149952556
2022-02-19,4.595158547693555,-0.9902362144331137,2.4811335485636326,-5.930821101142429
2022-02-20,4.7058210223097445,-2.777953263761762,0.7355827277340161,-5.635849739292043
2022-02-21,3.5800507242620423,-2.874957804880099,2.7339578125966133,-4.908591597937084
2022-02-22,2.5972164952670043,-2.273854190708523,2.5914938163918895,-4.726866152861545
2022-02-23,3.409593199528316,-1.4061127372090465,2.254223927444196,-2.8824440402711016
2022-02-24,4.286656121042107,-2.737542341580165,2.7251852982321667,-3.7694835197403513
2022-02-25,3.7696160937375707,-4.479216323198971,2.4681231910105055,-2.399739715831031
2022-02-26,3.286675532493852,-3.3170362072235067,1.7870147686268647,-3.4451846545819387
2022-02-27,2.029290568155451,-3.1659020837295664,1.7740476119250637,-2.446652355529186
2022-02-28,1.9434306132417056,-1.650473397776485,2.6524953517481844,-2.3874019387767524
2022-03-01,1.2561641830489172,-1.949149165932082,3.278431820305667,-1.9273901197774892
2022-03-02,1.551327009877367,-1.707349052516401,2.8053337195581705,-2.2966051073726566
2022-03-03,1.1550724499572445,-3.7672279030205686,3.2442582358908187,-2.2772627422896257
2022-03-04,2.389770541571232,-4.254815485266317,3.264262344577877,-2.2632351380336218
2022-03-05,1.1893116661360343,-4.099073561921166,2.4369141059114034,-1.886554997257484
2022-03-06,1.2586560942496823,-4.659490159915927,2.618504690103991,-2.705408402588729
2022-03-07,2.1584799694379484,-4.565406400201872,3.295639375154265,-1.7286387682259003
2022-03-08,3.105693191043688,-4.7136636813329345,2.3354078937620235,-2.3537047115356042
2022-03-09,2.2501874853960677,-5.766585770498793,1.8872298724624148,-2.7476047904242513
2022-03-10,3.8992663832210113,-4.818909545056988,3.279276572628585,-3.4365023295065296
2022-03-11,4.071491381220512,-4.127790239109482,1.978956282055217,-1.1204237558251058
2022-03-12,3.7749876120024717,-4.102657685078095,1.2314095879480504,-1.1807086447598256
2022-03-13,3.336886021712453,-3.9981387010326888,-0.24770210606998377,0.06288559412400985
2022-03-14,4.420798443968596,-5.513990444195408,-2.863857855933836,-0.6918325281345209
2022-03-15,5.119680068222949,-4.560233046070729,-2.938383112234981,-1.1328116673268842
2022-03-16,5.82339174061318,-4.678124769740648,-2.5950402535092496,0.2913547273344599
2022-03-17,6.313503983984271,-4.624821473349464,-4.520308406574465,-1.5885674508651229
2022-03-18,6.26059749945804,-6.405880660791088,-2.802262237487546,-0.139269182385372
2022-03-19,4.300286767136445,-5.671001600418617,-3.3570615493665534,0.45628433715160355
2022-03-20,5.867602557412058,-6.703943477189915,-1.494127522631076,0.5584623301723535
2022-03-21,4.976922862394087,-7.339706564614762,-2.5361540869379415,-0.007187946515713972
2022-03-22,5.564845005972294,-8.177680680335392,-4.269797702075673,-0.38387858090578836
2022-03-23,6.271180027061298,-8.229997947433409,-4.365526726853544,0.00569423522053214
2022-03-24,7.597413496407138,-9.425270254203099,-4.385022921560847,-0.8492741109737311
2022-03-25,9.135570081016443,-10.254691294674307,-3.7097703862527918,-1.3711741079167692
2022-03-26,8.425806105895088,-9.775495917198983,-2.304343031593865,-1.0011582549806506
2022-03-27,9.997827314402045,-9.235666578170822,-1.8974239044349286,0.5979730184198788
2022-03-28,10.606302171406313,-9.957780829175483,-1.718647758035533,0.0695374903204179
2022-03-29,10.851665448213742,-9.298045263474572,-1.3611574119111423,-0.9774319353617705
2022-03-30,11.80717824781561,-8.982222876686578,-2.7316098313592727,0.0338165086396508
2022-03-31,12.408374357713239,-9.4772579893487,-2.9460403351880635,0.0466875896874155
2022-04-01,12.885063589667903,-8.77276268127959,-2.2854237947668183,0.8309612525380154
2022-04-02,12.711575357909936,-8.866450206588448,-3.4110228932248448,2.659804558148282
2022-04-03,11.857884224585446,-9.841482968584009,-5.874988243429845,2.3003429454201756
2022-04-04,12.086861722077309,-8.545823134137159,-7.40522033678375,4.64940663104562
2022-04-05,11.380024453244989,-7.391075650735293,-6.4870310130559785,4.994934089447829
2022-04-06,12.89033156663566,-6.76922609658781,-6.525618789480531,5.623027538811558
2022-04-07,11.971910415686006,-7.401644670348103,-5.2516408761022255,5.026013141317679
2022-04-08,11.472273569652938,-7.416092987240884,-6.476573483059632,4.746802518463589
2022-04-09,10.45637933872685,-5.258431371478329,-7.674731497913868,5.402815243861474
2022-04-10,10.220433808218566,-4.170297483773718,-7.413012189958667,4.984597001285719
2022-04-11,10.653805042728541,-4.3805051167354385,-7.794110982863186,5.477362492959085
2022-04-12,10.825876306913964,-5.4223529153707,-8.135122110413066,4.515410853710833
2022-04-13,11.180604411284339,-4.902406133920732,-9.395871563856428,2.5712476894573393
2022-04-14,11.258189657385262,-5.862360923732096,-9.232810974001081,3.508403760956937
2022-04-15,13.132074984382228,-5.705596560636755,-8.291499019739486,4.8274470325712855
2022-04-16,11.95121670746184,-6.0286049606350005,-6.784136221828694,2.715891859795653
2022-04-17,13.425662727776425,-5.057562157617388,-6.678004320139592,2.2885540831911784
2022-04-18,14.777963650590658,-3.8467491934859135,-7.153548302941048,1.526009902500841
2022-04-19,13.845861217638358,-4.66296904589639,-8.156487243594336,2.566992511017701
2022-04-20,13.12626503875598,-4.338307534819175,-8.049136648560893,3.027320498422511
2022-04-21,12.76584777840124,-2.8373747628502093,-6.409078313121377,2.3551732408302977
2022-04-22,13.327372338185965,-2.21998685613489,-8.633517754877378,1.55183010031429
2022-04-23,13.18130884527174,-2.7799397286698717,-8.450057962389058,2.4785800087976915
2022-04-24,15.739224516747209,-2.1010891164766443,-6.73923779980111,1.1621114015237914
2022-04-25,15.007092898058154,-3.762122261675082,-6.77993527018267,0.8659783469302942
2022-04-26,12.968693703868187,-2.9601654447237005,-7.593630950763624,1.0822438019242486
2022-04-27,13.001299598719386,-1.8825407106361305,-7.269293269438179,0.4854398788060098
2022-04-28,13.25536768731589,-0.2507764947679407,-6.376299302572175,0.14824891461487089
2022-04-29,12.953267867124909,-0.43878774364943574,-5.619119768602215,-0.38941753732846984
2022-04-30,12.563907856188937,-0.39804769596324274,-4.964095937380561,0.6404835419173454
2022-05-01,13.005231030971244,0.4528221724588206,-4.160009196327472,0.4716526135809683
2022-05-02,13.070028716182764,-0.6779064593447346,-5.643323759852173,2.2773549511037188
2022-05-03,13.48993152082648,-0.8260987443912967,-4.873886932742314,2.3770387103064534
2022-05-04,14.959381791179434,0.17465146629479766,-6.461603433120423,2.33359611956068
2022-05-05,15.078871520448576,-0.9677884419529653,-5.59350442653936,2.8329901072941506
2022-05-06,13.960047708431787,-1.0195458601370786,-4.063219410433342,4.961307362744696
2022-05-07,14.706119508404491,-1.2599444085467584,-4.595991746516853,6.724535858797071
2022-05-08,14.12542766853461,-1.0271754519305394,-5.132903730034196,7.201715129920299
2022-05-09,13.669411204425854,-1.6508588654365548,-5.483237420540262,6.221887353608312
2022-05-10,14.192730911214491,-2.0268878637005554,-4.0102421516088915,6.587025948108648
2022-05-11,14.064549889443212,-0.6780056753784032,-3.647317398585909,7.86877323962739
2022-05-12,15.283607864691744,-0.7795764185763149,-2.8062605572304724,6.607898060227462
2022-05-13,15.779516748136563,-0.4992610503986764,-3.0525052068493217,4.237824883079595
2022-05-14,16.497654148311234,-0.15960535311780472,-3.403629957374471,4.957370170926203
2022-05-15,17.816029475188326,-0.8373233862718323,-3.675953024181891,4.122398717914242
2022-05-16,19.1825644778414,-1.1796035332953994,-3.4099472093895886,5.749417984882616
2022-05-17,18.4667143159398,-3.204920770247962,-4.372348231345344,4.651534899227105
2022-05-18,19.817358859906548,-4.015135492564687,-3.7244192157323983,4.18221609548749
2022-05-19,20.228056562720578,-3.9674095557162,-3.6094365034541425,4.75539207488824
2022-05-20,19.639208349620034,-4.394898198407305,-4.203721530197094,6.431059765439876
2022-05-21,18.826744037391713,-5.016199994671149,-3.9760220925712164,6.508079681621176
2022-05-22,17.556965318030876,-5.0770707751649145,-3.688208271568643,3.9739609485822514
2022-05-23,17.776099066930637,-4.41097792374935,-4.832139211371764,3.6965058586355353
2022-05-24,18.655212556479984,-4.322495689475165,-5.311751819096203,4.815411015139377
2022-05-25,18.89405563677624,-5.9540710870647695,-6.8410678891478405,4.500687686056302
2022-05-26,19.275532721344266,-6.988370386896816,-7.851181170157236,2.7303746913685014
2022-05-27,20.8330474364573,-6.441727366604919,-7.205160058774986,0.8826513628616792
2022-05-28,22.59332601277515,-7.907251059579529,-7.952377327851321,1.543499907467417
2022-05-29,22.59449183312205,-8.387290380758587,-8.090590670303369,1.1633887394315359
2022-05-30,22.438480768158847,-8.917692171967534,-8.95433923161502,1.4217208527015113
2022-05-31,21.276616232010305,-8.085043813019743,-8.668560549753739,1.4891878931648692
2022-06-01,21.568634184541725,-5.751639722597935,-7.513102530623042,1.0094843380616767
2022-06-02,19.62230532539307,-6.724707122002346,-8.854794888249089,1.0508018905044427
2022-06-03,19.816823865916813,-6.619242127247775,-8.659988260013982,2.917508333067926
2022-06-04,20.136615375249086,-5.0743343645311905,-7.768377701096711,2.955750262397715
2022-06-05,19.026284389903438,-4.56464313694922,-7.138005945364774,2.4886264713161097
2022-06-06,18.260623153248716,-6.25180797025374,-6.922146268035441,2.592629752706714
2022-06-07,17.754655830378383,-7.553708189194779,-7.07477654451282,1.6390150445878653
2022-06-08,16.53794552824465,-6.999395224626024,-7.3338876907405375,-0.30049802931738556
2022-06-09,16.000806943868202,-6.716033806359789,-7.813311193189241,-0.3660119600444316
2022-06-10,17.543329671662406,-6.531956697111892,-7.513354642037325,1.7694780275500286
2022-06-11,17.492697244366806,-7.729991561164979,-9.865799522220648,1.7942229099851734
2022-06-12,16.5224174424419,-8.416137223499948,-9.481371301637386,1.9947832703067936
2022-06-13,18.37193064943329,-9.173523812590227,-11.300414391384368,2.026456843172992
2022-06-14,19.110711065573884,-9.205436925496517,-13.591435468858243,2.76231317842768
2022-06-15,19.202613210411666,-10.330677296688705,-13.423482890370583,2.425809790025684
2022-06-16,17.985547788654966,-10.17524872688845,-14.153339636647036,3.3648627394268047
2022-06-17,16.98802531036409,-9.764704674167726,-15.375496740008085,3.0402066969646597
2022-06-18,16.686576156406048,-8.89979641412275,-15.424736274729002,2.998148748832089
2022-06-19,17.056708400442133,-8.66454223636664,-15.089130538321493,1.286938210486267
2022-06-20,17.655454737609592,-8.453313487453682,-14.35716965104834,1.2478147267115338
2022-06-21,17.529701133699053,-10.076393057478061,-13.271630217790872,2.060323560827908
2022-06-22,17.516262671477026,-10.673254244938114,-14.637164494804761,2.7887528633481
2022-06-23,17.605976527684874,-8.650459102236841,-13.429341359183594,3.0783897963323823
2022-06-24,19.373621305769785,-9.165046870499298,-13.674774313227399,2.3103524166280813
2022-06-25,19.624257770922192,-10.287380803175177,-13.497523655308223,1.512015984669827
2022-06-26,19.943422722190743,-9.4530734828933,-12.591082727954792,2.0625729391164294
2022-06-27,20.95452841905297,-9.963299750394683,-12.694024168330909,-0.4435389645969865
2022-06-28,20.62186547349593,-11.990287838459878,-11.606441482305403,-3.2795082136525915
2022-06-29,19.872285561623404,-12.801056026703234,-13.032728238972561,-2.4759527016556775
2022-06-30,18.06677920928294,-10.646112610170611,-13.329299260090467,-3.290283176800581
2022-07-01,17.33492566714593,-10.259305402039278,-15.177611036551708,-1.82128445965629
2022-07-02,16.624965121088977,-10.10912118142523,-14.739378831606928,-1.1453276447064717
2022-07-03,16.124630920384263,-9.436119722797748,-15.787624643079134,-0.7663832063830489
2022-07-04,16.973697288859352,-8.837919724986358,-15.571219417399886,-0.5615962386909984
2022-07-05,16.054914614100934,-10.122861021206418,-15.745113494932518,-1.441359397979861
2022-07-06,16.16317369420868,-11.00945219180181,-17.914325235357563,-0.49057425067563576
2022-07-07,14.937311198828157,-10.923832731872755,-17.141873169962302,0.3458754398820426
2022-07-08,15.047293274755837,-13.184331632304819,-16.186245259017433,-1.0578191818790939
2022-07-09,15.827541087093195,-13.856974466418027,-16.79304143928108,-0.538146818471399
2022-07-10,17.0777484154465,-15.561326279927055,-17.352555130624605,0.03926059526003778
2022-07-11,17.642207331489907,-14.59883550100551,-17.07117641875934,-0.622175495500019
2022-07-12,18.451942180136683,-16.36368227377146,-15.641461776662604,-0.9212557602170508
2022-07-13,18.20500786270971,-15.517157661596558,-17.02437562230611,-0.44524985133398015
2022-07-14,17.735701198227577,-15.857811610185141,-17.209091605908444,-0.7240972154589362
2022-07-15,17.109280790399758,-15.350483758089641,-15.720605762189301,0.4496881330178326
2022-07-16,15.774964959390111,-15.12056762700996,-14.37878640247237,0.4197790914554823
2022-07-17,15.953660904887832,-15.158750503286038,-14.971718868790772,1.0441199513016666
2022-07-18,16.78101751910779,-15.66650527914867,-13.834143842441565,0.9616519077406
2022-07-19,17.725377080126048,-15.411471151600598,-14.862288985530094,0.006744817389832347
2022-07-20,19.388211773764233,-13.536333751819539,-14.308905477651706,0.14659179856378468
2022-07-21,20.157183533482428,-15.036340576736468,-14.82258581794135,-0.4270154728961273
2022-07-22,20.681313172026083,-14.61038480723225,-16.168372022460627,-0.2335044407043871
2022-07-23,22.339106264635266,-14.599412429072178,-16.222195610732697,-0.9700537463559596
2022-07-24,23.68545363843985,-14.025291020114484,-16.883954086286963,-0.6705072408590258
2022-07-25,23.932599963183403,-15.547043129074728,-16.852921002341777,0.5329952934033368
2022-07-26,24.26451057359499,-16.017548985108967,-14.670455949784285,0.9755181532056179
2022-07-27,25.876525894585537,-16.730112596937857,-14.151118137773551,1.2756544561297476
2022-07-28,27.109848672803974,-15.552352385453982,-15.301360220949332,1.3895758472452366
2022-07-29,26.599337594520716,-14.29925531242404,-16.66872793030859,0.7521187501191885
2022-07-30,25.921670473851844,-15.485833186009438,-17.338616796423977,1.485736686849955
2022-07-31,26.38926304890738,-14.094283721946098,-16.285607381425372,2.768053932447936
2022-08-01,27.669642448332233,-15.296553488952458,-15.344039295288958,4.613606778134161
2022-08-02,28.46323587764828,-15.948468367121194,-14.964797079856881,4.937750361986463
2022-08-03,29.720838339541533,-14.618487759981203,-16.561286371708515,4.287081985627031
2022-08-04,29.700723844582964,-14.983969981152027,-16.64609066848025,3.9365558454650795
2022-08-05,30.619184343583076,-15.047588377903514,-16.221088723527178,3.902767238833254
2022-08-06,29.104904828637125,-17.173668547213566,-16.57412372669436,4.05560228418563
2022-08-07,29.617002643125534,-16.59914506885209,-16.432922793063483,4.411148584114763
2022-08-08,31.36376161302475,-16.18991068338318,-16.361215600475102,4.505994777185439
2022-08-09,29.312044923843942,-15.602388529932965,-15.76396527186361,6.408891329906906
2022-08-10,31.822922450846292,-15.208665805846335,-14.34852741612165,6.659806586583364
2022-08-11,32.41988577425054,-14.124824415360065,-13.692667982239922,7.29560197770728
2022-08-12,32.84909248414635,-15.069800222969848,-14.154973196111808,6.159215575752908
2022-08-13,33.6882844359987,-15.704347178008481,-15.490843469114264,6.959914633554007
2022-08-14,33.436342091733,-15.766882163159064,-15.567600963149903,7.72200259678708
2022-08-15,32.603610151014756,-17.59783657224766,-14.430411649014198,6.9153053078993505
2022-08-16,31.481020098587955,-17.92439733643899,-14.559892154323084,7.2437686664617
2022-08-17,31.065285678548832,-19.06643350125663,-13.840491891688266,8.02038187104714
2022-08-18,30.26012242193362,-18.951710376594075,-12.497577405036534,6.6924226780280724
2022-08-19,29.459786529256252,-20.912031815148314,-14.203935922924993,4.9845310106037095
2022-08-20,29.508016378093938,-22.426117031010236,-14.179664643661864,5.140099280783306
2022-08-21,29.532411848521637,-21.94464081017802,-12.72518624678065,5.995237858451555
2022-08-22,30.151162751124822,-23.446052304288568,-13.609692287982323,8.463567972376381
2022-08-23,32.45801636129587,-23.18258503245785,-12.233794094585528,7.474261753906641
2022-08-24,32.542370568277704,-24.215845861471603,-11.683459341201544,7.110067542282485
2022-08-25,34.53528164720874,-24.965684449516424,-12.958507120150713,7.398038876925124
2022-08-26,31.197644610218052,-25.924754136063324,-13.297959908970034,6.574591073450009
2022-08-27,32.04664543518361,-25.76509870312667,-14.55271752988301,5.317389279247925
2022-08-28,33.72170767960929,-25.86492115984431,-14.138548054638266,7.199523799207591
2022-08-29,33.46063429540557,-26.284345808481245,-13.87117650173313,8.20778034506796
2022-08-30,32.991205579138324,-26.560817051752355,-14.563328986614824,8.930582093591823
2022-08-31,33.01591118773348,-29.968616913327594,-13.407107132821247,10.485859380907431
2022-09-01,32.61585876872854,-28.29617596570857,-12.323192898227909,10.357792213701764
2022-09-02,31.190767833382452,-28.21824046008575,-12.14093197279375,10.237498076996612
2022-09-03,33.06339816974752,-27.23166043538854,-11.718171618049649,10.32394879046491
2022-09-04,32.417808127926456,-28.087483712978614,-11.519624724825162,9.372777445774304
2022-09-05,32.491729298408465,-29.01081397949805,-11.253611016437834,9.81208763268667
2022-09-06,32.021797999247795,-29.976324300297303,-12.366150271100944,10.409561395379205
2022-09-07,34.80525416700213,-28.956177181802033,-13.908638242451246,11.984631297530917
2022-09-08,34.78475953494548,-27.712019241584546,-15.085728320078548,11.510210281130071
2022-09-09,34.007403775158245,-26.22532260184643,-15.968580595375766,8.854245955199026
2022-09-10,31.399599442001005,-27.996035381835963,-16.017201632987863,7.843091884510738
2022-09-11,32.43021826323771,-27.327525070212925,-15.92531087123228,8.07177796681356
2022-09-12,32.8062010671303,-26.422411780496407,-15.51651723861081,7.053191330838989
2022-09-13,32.96292979902856,-26.497408929212916,-15.55688829225891,6.7337089759500985
2022-09-14,33.27706022931018,-26.16078896732468,-15.578075174419215,7.104611692047876
2022-09-15,31.754274570388624,-25.67594566149362,-14.102819241560782,7.2540612940629945
2022-09-16,30.4353585655569,-25.597564508865684,-12.512170565167557,8.200294451793022
2022-09-17,31.822494643744758,-25.96024831410959,-11.202455532578139,7.992091349796553
2022-09-18,31.51780024730642,-25.873403870181118,-10.922449464654662,10.12507431346232
2022-09-19,31.45953776748509,-26.953542838424237,-8.877644725118635,11.4519881149767
2022-09-20,32.04472508728238,-26.96258571947594,-7.507994686716301,12.31619005669909
2022-09-21,30.221569460299868,-28.772064241863422,-8.036802236007663,12.348570865844641
2022-09-22,29.91445059327299,-29.71409553844589,-8.07655362437344,12.03543786999169
2022-09-23,29.993096388418355,-32.28215511482631,-7.178305715685336,14.352165189097754
2022-09-24,28.62867713263981,-32.56186455980833,-5.838071714786612,14.726029310437019
2022-09-25,28.2163263130266,-32.52566131494173,-4.496668094074948,14.211741867732053
2022-09-26,27.521813200270067,-33.328669673260656,-4.426728322652071,14.197490776618352
2022-09-27,27.15295792691555,-32.43849307619324,-5.933013758174855,14.046287032021917
2022-09-28,27.79416843802769,-31.48765780954837,-5.868279289519364,13.901978658741449
2022-09-29,26.335641433511793,-30.0191457220445,-6.414742100116868,15.471063695524727
2022-09-30,26.851232220846313,-30.204566231275862,-7.081758686047468,15.209541895872222
2022-10-01,28.277122253980878,-29.5526457037567,-8.876662323529715,16.94708866562962
2022-10-02,29.944889656104586,-28.916745274682786,-7.416609101089071,16.832417213639243
2022-10-03,30.638409943629284,-29.68344304940327,-8.208181676592613,17.84325072225067
2022-10-04,31.712393470284702,-28.89457207593919,-8.255938690772698,18.544869846722726
2022-10-05,31.824376456309103,-30.81326138693436,-10.944903687228846,17.7437958679664
2022-10-06,32.323223345086795,-29.3407859282949,-9.939078148496508,15.923007939079165
2022-10-07,33.5584870681241,-28.844384802561983,-10.027393697701438,16.037388433641002
2022-10-08,31.5565405010285,-28.76119792362115,-11.212896336207463,16.983710619759897
2022-10-09,31.01749029455695,-29.441652600508473,-12.037742961475619,16.66061517615482
2022-10-10,29.962367811284196,-30.533005377205267,-11.997880779418564,15.86929556222107
2022-10-11,29.916743569272516,-28.702343645370373,-13.45983677841953,15.566469865675076
2022-10-12,29.804042238344206,-29.017944235026327,-14.769539050153325,16.23571888112061
2022-10-13,28.074118516424473,-29.149659557787817,-14.019657545124476,14.828661316806244
2022-10-14,27.519327712585543,-30.705820957425555,-13.754873972576211,15.84999126910077
2022-10-15,27.52368885938419,-29.89508535211836,-14.19089030817075,15.957788921685909
2022-10-16,26.733378044203974,-29.540857624574738,-12.529958676858037,16.413633321075995
2022-10-17,28.92079273097956,-28.371032686285965,-11.289120272188274,16.802968795959735
2022-10-18,28.22611653277313,-28.275416904002817,-11.079742071021094,15.232604131123367
2022-10-19,29.073982609044005,-30.659986371021017,-12.050267113522626,13.50486678031701
2022-10-20,30.375338713610713,-30.151835578685326,-13.058865589357453,13.579026654172885
2022-10-21,30.324613809010867,-29.523751212136965,-11.541073799106021,12.584085440131572
2022-10-22,29.6792436181885,-29.590371157778833,-8.04603230085534,12.740075907967
2022-10-23,29.395879517995528,-30.80811088349953,-8.939946999924333,12.547193331553073
2022-10-24,28.852766021804126,-29.902279027037626,-9.369512616851411,13.606817185320823
2022-10-25,29.984245225582406,-30.081259030744587,-9.904532825001532,14.635190831469577
2022-10-26,30.592762731348973,-29.605031933519236,-10.27007652015441,14.562500618228212
2022-10-27,31.135321367841545,-31.200036820180635,-7.697022302841193,15.076985697691956
2022-10-28,30.53204848670101,-31.324557125501162,-7.1041508561784825,15.641271448896104
2022-10-29,31.019413157107174,-31.790230553985577,-7.455418444091641,14.560838716597647
2022-10-30,31.806920010071046,-32.344024777933825,-5.603141784079072,15.381516549695574
2022-10-31,29.85849136424247,-32.87407088611589,-5.724947403331258,15.632537230751206
2022-11-01,29.25021042754507,-35.105638238830565,-6.84933116015168,16.236456214608893
2022-11-02,27.94385859822448,-35.535112006000475,-7.561416098198355,15.388045513671345
2022-11-03,29.76478053298348,-36.15915056965672,-8.062807590833662,15.139775030318479
2022-11-04,30.368000396857546,-35.96606342704993,-7.176893390038272,14.387699345770116
2022-11-05,31.26394581473197,-35.29908397933287,-5.7652296351857295,15.76045842560809
2022-11-06,32.63015133979059,-34.55008080305063,-5.64540009441165,15.023208852413335
2022-11-07,32.16506142662262,-34.936118867809874,-5.975404786976735,14.971226437694432
2022-11-08,32.89444316164099,-34.31146066817287,-5.615742082602038,16.040395889048682
2022-11-09,33.207628909432934,-33.631060436314925,-6.088852671279558,16.99637120488193
2022-11-10,34.301967627395484,-31.823471250721884,-6.959468468973597,17.9368718293928
2022-11-11,34.65518414612467,-32.401846030125796,-7.122975962074534,17.153171127109704
2022-11-12,33.80941158235118,-33.137325133690126,-8.22323302967033,16.50472925721687
2022-11-13,36.03515112574451,-33.00129586603343,-8.467158666587434,17.24243347515343
2022-11-14,36.9106101943054,-33.178308037073656,-8.715706732115315,16.617921405478903
2022-11-15,37.8218108664381,-33.98499501209914,-8.146093598935945,15.432122067669306
2022-11-16,39.52874500490286,-34.57578286970742,-6.7068894066143745,14.887143537072495
2022-11-17,40.30726698876948,-34.67332089836555,-7.538934810313752,14.098022221596013
2022-11-18,42.20337817546979,-35.4437030575637,-6.298801465417403,14.63842755977899
2022-11-19,40.81028205699444,-36.275610275084794,-5.736534445339647,15.125977984329491
2022-11-20,41.17110350107385,-37.2694609541606,-6.024857454390233,14.012457608126116
2022-11-21,40.12410319122383,-36.541758149225195,-5.23001522741032,13.96927894217338
2022-11-22,40.09790891858684,-36.24943629523919,-5.479720375788786,14.133139562223358
2022-11-23,41.125826505060445,-34.879638662783904,-4.8638460703860416,14.798126598589015
2022-11-24,42.84968191168751,-34.8486806715209,-5.989574752334816,14.51506186494163
2022-11-25,42.84289092750773,-35.532076613756985,-6.584128676336368,14.917645212275739
2022-11-26,43.83391455342301,-35.978531980182524,-6.061118489144815,16.137795332426855
2022-11-27,44.213005200101435,-36.48914680954693,-5.691463047332659,14.276179294647088
2022-11-28,44.65733126557698,-36.51070016681512,-5.239092898713757,14.51434887343881
